회사명,거래소코드,회계년도,유동비율,차입금의존도,매출액증가율,유형자산증가율,총자본증가율,매출액총이익률,매출액영업이익률,매출액순이익률,총자본영업이익률,자기자본순이익률,당좌비율,부채비율,재고자산회전률,매출채권회전률,총자본회전률,매입채무회전률,현금순환주기,WCTA,RETA,TLTA,이자보상배율,vol유동비율,vol매출액증가율,vol유형자산증가율,vol총자본증가율,vol매출액총이익률,vol매출액영업이익률,vol자기자본순이익률,vol총자본영업이익률,vol당좌비율,vol부채비율,vol이자보상배율,vol재고자산회전률,vol매출채권회전률,vol총자본회전률,vol매입채무회전률,부도
(주)골드퍼시픽,38530,2002,563.19,0.46,93.67,-33.75,-9.0,15.92,-13.53,-24.57,-7.83,-15.85,314.04,16.76,3.39,7.78,0.58,10.86,121.08,0.671549101324303,-0.13849139473886626,0.14351466013691774,-18.504431767786304,-233.86,69.11,-58.54,-5.88,-1.959999999999999,11.06,-12.77,-1.46,-206.21,9.510000000000002,-93.28987171248484,-1.44,4.17,0.31999999999999995,-4.07,0.0
(주)골드퍼시픽,38530,2006,316.23,9.04,49.16,-33.75,-22.55,22.72,0.61,-1.88,0.76,-4.13,281.16,36.09,12.31,9.92,1.25,14.91,41.96,0.65751672308066,-0.03757369568995846,0.26519369426774386,0.1305165655032878,-233.86,98.2,-8.879999999999997,-52.32,-6.240000000000002,18.57,43.18,11.61,-206.21,-66.28,6.060591568765968,4.8100000000000005,4.17,0.43000000000000016,6.1400000000000015,0.0
(주)골드퍼시픽,38530,2007,379.17,10.42,-38.58,-27.22,42.9,29.09,-39.55,-108.74,-18.98,-75.34,344.23,28.96,7.02,3.85,0.48,8.78,105.18,0.7179605672708282,-0.4857991737744661,0.22457980130211266,-14.132336514067173,62.94,-82.45,7.170000000000003,72.72,6.370000000000001,-26.57,-49.91,-16.39,63.06999999999999,-7.130000000000003,-14.26285307957046,-5.290000000000001,-4.200000000000001,-0.52,-6.130000000000001,0.0
(주)골드퍼시픽,38530,2014,183.26,32.22,-25.18,-22.15,4.65,0.0,-53.88,-108.74,-18.98,-42.96,141.21,88.95,1.02,1.95,0.21,2.92,246.0,0.4935247729323607,-0.2258194088133077,0.470751736677721,-6.818566060471894,2.569999999999993,12.97,-5.059999999999999,2.45,-14.35,-26.57,-0.730000000000004,-0.6400000000000006,27.66000000000001,10.650000000000006,3.9959492408586814,-0.040000000000000036,-0.5499999999999999,-0.04999999999999999,-16.509999999999998,0.0
(주)골드퍼시픽,38530,2015,349.83,11.54,26.08,-33.75,-13.9,0.0,-53.88,-108.74,-18.98,-67.67,308.07,36.69,2.3,1.95,0.21,51.9,246.0,0.5202574668117655,-0.5239337820283274,0.2684117443947131,-13.677688570322616,166.57,51.26,-32.13,-18.55,13.35,-10.849999999999996,-24.71,-8.45,166.86,-52.26000000000001,-6.859122509850723,1.2799999999999998,0.19000000000000009,0.04999999999999999,16.97,0.0
(주)골드퍼시픽,38530,2016,81.37,0.0,56.63,-33.75,-22.55,15.35,-53.88,-108.74,-18.98,-75.38,80.54,325.4,10.88,3.37,0.5,71.49,137.36,0.4889873877748972,-0.8963023500686987,0.7844360763037083,-17.429717816296407,-233.86,30.550000000000004,5.939999999999998,-45.65,13.35,22.69,-49.91,-16.39,-206.21,94.20000000000002,-3.752029245973791,8.580000000000002,2.27,0.29000000000000004,16.97,0.0
(주)골프존,215000,2016,146.29,19.7,0.0,0.0,0.0,57.82,22.33,18.24,21.79,30.99,124.92,53.28,17.79,16.99,1.11,71.49,37.21,0.4266509296013085,0.2481835618410993,0.34761709391624424,58.97518053507874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.99982414055858,0.0,0.0,0.0,0.0,0.0
(주)골프존뉴딘홀딩스,121440,2014,159.14,8.35,13.84,30.89,-0.57,55.77,22.41,16.42,17.23,14.11,132.18,23.85,12.76,18.91,0.66,48.68,33.14,0.29824464840394715,0.5028589692582798,0.19257321300768512,65.04893151026008,-39.78,-9.2,31.09,-15.66,0.7900000000000063,1.3500000000000014,13.04,1.91,-47.19999999999999,-14.129999999999995,25.28326437285921,-1.58,1.629999999999999,0.040000000000000036,5.100000000000001,0.0
(주)골프존뉴딘홀딩스,121440,2015,545.86,4.63,-38.58,-33.75,-0.16,57.82,-46.97,20.68,-2.36,34.16,545.86,10.88,1.98,4.28,0.21,8.87,228.09,0.1906034584097372,0.6312150626000131,0.10722975164334536,-18.504431767786304,258.79,-82.45,-75.68,0.4099999999999999,13.35,-26.57,43.18,-16.39,230.07,-17.69,-86.07051682968442,-10.78,-4.200000000000001,-0.52,-16.509999999999998,0.0
(주)골프존뉴딘홀딩스,121440,2016,463.58,8.36,-5.91,0.21,-4.06,57.82,-20.12,-73.25,-0.97,-3.83,463.58,10.88,0.0,16.65,0.21,2.92,21.92,0.1906034584097372,0.34944764515094706,0.10722975164334536,-4.4267422614784735,-82.28000000000003,86.5,45.0,-3.9,13.35,22.69,-49.91,1.39,-82.28000000000003,4.699999999999998,16.594843057945873,-1.98,4.17,0.0,-8.87,0.0
(주)광림,14200,2002,210.62,8.88,17.47,-3.69,-0.11,15.38,2.62,-1.25,2.97,-2.21,123.67,57.13,4.73,4.28,1.13,7.0,110.24,0.6024553558279925,0.0,0.3635915091646105,5.392683761156279,9.439999999999998,23.06,5.99,2.3200000000000003,2.870000000000001,4.3900000000000015,2.22,4.66,-0.4899999999999949,2.980000000000004,7.740351731685836,0.4000000000000004,0.25,0.17999999999999994,0.03000000000000025,0.0
